title,url,source_type,relevance_score,date,summary









United Nations Development Programme
The United Nations Development Programme(UNDP) is the global development network of the United Nations. United Nations Conference on Trade and Development
The United Nations Conference on Trade and Development was established in 1964 as a permanent intergovernmental body. United Nations Central Emergency Response Fund
UN OCHA (CERF )UNITED NATIONS OFFICE Central Emergency Response Fund aims to ensure that urgently needed humanitarian assistance reaches people caught up in crises. United Nations Capital Development Fund
Assist developing countries in the development of their economies by supplementing existing sources of capital assistance by means of grants and loans. agency, since 1919 the ILO brings together governments, employers and workers of 187 member States, to set labor standards, develop policies and devise programmes promoting decent work for all women and men 









International Fund for Agricultural Development
International Fund for Agricultural Development (IFAD) is the only specialized global development organization exclusively focused on and dedicated to transforming agriculture, rural economies and food systems. Food and Agriculture Organization for United Nations
Food and Agriculture Organization of the United Nations (FAO) aims to achieve food security for all and make sure that people have regular access to enough high-quality food to lead active, healthy lives. By engaging with… 









United States Agency for International Development
USAID is the world’s premier international development agency and a catalytic actor driving development results. The Global Fund
The Global Fund aims to accelerate the ends of AIDS by raising money and co-ordinating with local experts to support programs in more than 100 countries 









The Carter Center
The Carter Center aims to provide human rights and the alleviation of human suffering by preventing and resolving conflicts, enhance freedome and democracy and improve health 









Spark
Spark works to provide access to higher education and entrepreneurship opportunities  to empower young, ambitious people to lead their fragile and conflict affected societies into prosperity. It works with bilateral and multilateral donors, civil society organizations, the private sector, foundations, and global and local health partners, and UN agencies to unlock financing, innovation, and policies that improve access to quality health services, strengthen primary care systems and bridge equity gaps – bringing countries closer to achieving Universal Health Coverage and the Sustainable… 









Global Community Engagement and Resilience Fund
The Global Community Engagement and Resilience Fund prevents Violent extremism by connecting and guiding communities to global resources that would be out of reach and help them thrive. IsDB The Islamic Development Bank is a multilateral development bank (MDB), working to improve the lives of member countries by promoting social and economic development in these countries and Muslim communities worldwide, delivering impact at scale. Islamic Development Bank
IsDB The Islamic Development Bank is a multilateral development bank (MDB), working to improve the lives of member countries by promoting social and economic development in these countries and Muslim communities worldwide, delivering impact at scale. Lives and Livelihoods Fund
On September 29th 2016, the Islamic Development Bank (IsDB) along with the Abu Dhabi Fund for Development (ADFD), the Bill and Melinda Gates Foundation (BMGF), the Islamic Solidarity Fund for Development (ISFD), the King Salman Humanitarian Aid and Relief Centre (KSRelief), and the Qatar Fund for Development (QFFD) launched a US$2.5bn Lives and Livelihoods Fund (LLF) with a joint vision to raise the poorest out of poverty in IsDB member countries. Global Green Growth Institute
Global Green Growth Institute aims to support developing countries and emerging economies to achieve sustainable inclusive economic growth 














 









 








 








 






 





في مواجهة النزاع، تبرز النس


 





تماشيا مع جهود البلاد المست


 


 















;
                
Qatar Fund For Development صندوق قطر للتنمية
@qatar_fund
·

20h  1907515997558603890




On World Autism Awareness Day, we stand united in lighting it blue, a symbol of our commitment to acceptance, understanding, and the empowerment of all individuals and leaving no one behind. https://x.com/qatar_fund/status/1907515800090714317/photo/1



 Reply on Twitter 1907515800090714317


 Retweet on Twitter 1907515800090714317
0


 Like on Twitter 1907515800090714317
2


Twitter
1907515800090714317







;
                
Qatar Fund For Development صندوق قطر للتنمية
@qatar_fund
·

31 Mar  1906745146965938514




QFFD participated in the 2025 IDB & IDB Invest Annual Meetings in Santiago, Chile, reinforcing its commitment to strengthening collaborations for sustainable development and regional integration in Latin America & the Caribbean. Together, we drive long-term growth and resilience https://x.com/qatar_fund/status/1906745146965938514/video/1



 Reply on Twitter 1906745146965938514


 Retweet on Twitter 1906745146965938514
1


 Like on Twitter 1906745146965938514
10


Twitter
1906745146965938514







;
                
Qatar Fund For Development صندوق قطر للتنمية
@qatar_fund
·

31 Mar  1906744624443756868




شارك صندوق قطر للتنمية في الاجتماعات السنوية لعام 2025 للبنك التنمية للبلدان الأمريكية وبنك الاستثمار للبلدان الأمريكية في سانتياغو، تشيلي، مما يعزز التزامه بتعزيز التعاون من أجل التنمية المستدامة والاندماج الإقليمي في أمريكا اللاتينية ومنطقة البحر الكاريبي. https://x.com/qatar_fund/status/1906039050655412417/photo/1



 Reply on Twitter 1906039050655412417


 Retweet on Twitter 1906039050655412417
1


 Like on Twitter 1906039050655412417
3


Twitter
1906039050655412417







;
                
Qatar Fund For Development صندوق قطر للتنمية
@qatar_fund
·

26 Mar  1904913327383343392




وقع صندوق قطر للتنمية اتفاقية منحة مع مؤسسة أولينا زيلينسكا لدعم إعادة إعمار مجمع طبي كامل في أوكرانيا. ALL RIGHTS RESERVED
Privacy Policy
Accessibility
Cookies

En



Ar





























































Qatar Fund for Development Engages in the 2025 Inter-American Development Bank and IDB Invest Annual Meetings to Advance Sustainable Development in Latin America and the Caribbean
31st of March 2025Santiago, ChileThe Qatar Fund for Development (QFFD) has actively participated in the 65th Annual Meeting of the Board of Governors of the Inter-American Development Bank (IDB) and the 39th Annual Meeting of the Board of Governors of IDB Invest, held in Santiago, Chile. The event brought together leading economic and financial experts […]

READ NEWS






Qatar Fund for Development Signs Grant Agreement with the Olena Zelenska Foundation to Completely Rebuild the Medical Complex in Ukraine
March 2025Doha, QatarQatar Fund for Development (QFFD) has signed a grant agreement with the Olena Zelenska Foundation (OZF) to support the complete reconstruction of a medical complex in Ukraine. The agreement will fund the construction of new hospital buildings and the rehabilitation of war-damaged infrastructure, expanding the hospital’s capacity to more than 200 beds and […]

READ NEWS






QFFD Signs $11.9 Million Grant Agreement with Qatar Charity to Support Flood-Affected Communities in Pakistan
24th of March 2025Doha, QatarQatar Fund for Development (QFFD) signed a grant agreement with Qatar Charity (QC) to provide $11.9 million for the construction of houses and villages for flood-affected families in the sisterly Islamic Republic of Pakistan. The initiative, which will span 18 months, aims to provide safe and durable housing for the affected […]

READ NEWS






HH The Father Amir Sheikh Hamad bin Khalifa Al Thani Hospital for Rehabilitation and Prosthetics in Gaza, funded by Qatar Fund for Development, resumes services
HH The Father Amir Sheikh Hamad bin Khalifa Al Thani Hospital for Rehabilitation and Prosthetics in Gaza, funded by Qatar Fund for Development, resumes the provision of its services for patients and the wounded, overcoming the destruction of its infrastructure, equipment, and departments due to the Israeli aggression on Gaza.Mr. This vital Qatari initiative comes as part of […]

READ NEWS





01
02
03
04
05

En



Ar

En



Ar

En



Ar

En



Ar

Qatar Fund for Development Engages in the 2025 Inter-American Development Bank and IDB Invest Annual Meetings to Advance Sustainable Development in Latin America and the Caribbean
31st of March 2025Santiago, ChileThe Qatar Fund for Development (QFFD) has actively participated in the 65th Annual Meeting of the Board of Governors of the Inter-American Development Bank (IDB) and the 39th Annual Meeting of the Board of Governors of IDB Invest, held in Santiago, Chile. The event brought together leading economic and financial experts […]

READ NEWS






Qatar Fund for Development Signs Grant Agreement with the Olena Zelenska Foundation to Completely Rebuild the Medical Complex in Ukraine
March 2025Doha, QatarQatar Fund for Development (QFFD) has signed a grant agreement with the Olena Zelenska Foundation (OZF) to support the complete reconstruction of a medical complex in Ukraine. The agreement will fund the construction of new hospital buildings and the rehabilitation of war-damaged infrastructure, expanding the hospital’s capacity to more than 200 beds and […]

READ NEWS






QFFD Signs $11.9 Million Grant Agreement with Qatar Charity to Support Flood-Affected Communities in Pakistan
24th of March 2025Doha, QatarQatar Fund for Development (QFFD) signed a grant agreement with Qatar Charity (QC) to provide $11.9 million for the construction of houses and villages for flood-affected families in the sisterly Islamic Republic of Pakistan. The initiative, which will span 18 months, aims to provide safe and durable housing for the affected […]

READ NEWS






HH The Father Amir Sheikh Hamad bin Khalifa Al Thani Hospital for Rehabilitation and Prosthetics in Gaza, funded by Qatar Fund for Development, resumes services
HH The Father Amir Sheikh Hamad bin Khalifa Al Thani Hospital for Rehabilitation and Prosthetics in Gaza, funded by Qatar Fund for Development, resumes the provision of its services for patients and the wounded, overcoming the destruction of its infrastructure, equipment, and departments due to the Israeli aggression on Gaza.Mr. This vital Qatari initiative comes as part of […]

READ NEWS





01
02
03
04
05

Qatar Fund for Development Engages in the 2025 Inter-American Development Bank and IDB Invest Annual Meetings to Advance Sustainable Development in Latin America and the Caribbean
31st of March 2025Santiago, ChileThe Qatar Fund for Development (QFFD) has actively participated in the 65th Annual Meeting of the Board of Governors of the Inter-American Development Bank (IDB) and the 39th Annual Meeting of the Board of Governors of IDB Invest, held in Santiago, Chile. The event brought together leading economic and financial experts […]

READ NEWS






Qatar Fund for Development Signs Grant Agreement with the Olena Zelenska Foundation to Completely Rebuild the Medical Complex in Ukraine
March 2025Doha, QatarQatar Fund for Development (QFFD) has signed a grant agreement with the Olena Zelenska Foundation (OZF) to support the complete reconstruction of a medical complex in Ukraine. The agreement will fund the construction of new hospital buildings and the rehabilitation of war-damaged infrastructure, expanding the hospital’s capacity to more than 200 beds and […]

READ NEWS






QFFD Signs $11.9 Million Grant Agreement with Qatar Charity to Support Flood-Affected Communities in Pakistan
24th of March 2025Doha, QatarQatar Fund for Development (QFFD) signed a grant agreement with Qatar Charity (QC) to provide $11.9 million for the construction of houses and villages for flood-affected families in the sisterly Islamic Republic of Pakistan. The initiative, which will span 18 months, aims to provide safe and durable housing for the affected […]

READ NEWS






HH The Father Amir Sheikh Hamad bin Khalifa Al Thani Hospital for Rehabilitation and Prosthetics in Gaza, funded by Qatar Fund for Development, resumes services
HH The Father Amir Sheikh Hamad bin Khalifa Al Thani Hospital for Rehabilitation and Prosthetics in Gaza, funded by Qatar Fund for Development, resumes the provision of its services for patients and the wounded, overcoming the destruction of its infrastructure, equipment, and departments due to the Israeli aggression on Gaza.Mr. This vital Qatari initiative comes as part of […]

READ NEWS





01
02
03
04
05

Qatar Fund for Development Engages in the 2025 Inter-American Development Bank and IDB Invest Annual Meetings to Advance Sustainable Development in Latin America and the Caribbean
31st of March 2025Santiago, ChileThe Qatar Fund for Development (QFFD) has actively participated in the 65th Annual Meeting of the Board of Governors of the Inter-American Development Bank (IDB) and the 39th Annual Meeting of the Board of Governors of IDB Invest, held in Santiago, Chile. The event brought together leading economic and financial experts […]

READ NEWS






Qatar Fund for Development Signs Grant Agreement with the Olena Zelenska Foundation to Completely Rebuild the Medical Complex in Ukraine
March 2025Doha, QatarQatar Fund for Development (QFFD) has signed a grant agreement with the Olena Zelenska Foundation (OZF) to support the complete reconstruction of a medical complex in Ukraine. The agreement will fund the construction of new hospital buildings and the rehabilitation of war-damaged infrastructure, expanding the hospital’s capacity to more than 200 beds and […]

READ NEWS






QFFD Signs $11.9 Million Grant Agreement with Qatar Charity to Support Flood-Affected Communities in Pakistan
24th of March 2025Doha, QatarQatar Fund for Development (QFFD) signed a grant agreement with Qatar Charity (QC) to provide $11.9 million for the construction of houses and villages for flood-affected families in the sisterly Islamic Republic of Pakistan. The initiative, which will span 18 months, aims to provide safe and durable housing for the affected […]

READ NEWS






HH The Father Amir Sheikh Hamad bin Khalifa Al Thani Hospital for Rehabilitation and Prosthetics in Gaza, funded by Qatar Fund for Development, resumes services
HH The Father Amir Sheikh Hamad bin Khalifa Al Thani Hospital for Rehabilitation and Prosthetics in Gaza, funded by Qatar Fund for Development, resumes the provision of its services for patients and the wounded, overcoming the destruction of its infrastructure, equipment, and departments due to the Israeli aggression on Gaza.Mr. This vital Qatari initiative comes as part of […]

READ NEWS

Qatar Fund for Development Engages in the 2025 Inter-American Development Bank and IDB Invest Annual Meetings to Advance Sustainable Development in Latin America and the Caribbean
31st of March 2025Santiago, ChileThe Qatar Fund for Development (QFFD) has actively participated in the 65th Annual Meeting of the Board of Governors of the Inter-American Development Bank (IDB) and the 39th Annual Meeting of the Board of Governors of IDB Invest, held in Santiago, Chile. The event brought together leading economic and financial experts […]

READ NEWS

Qatar Fund for Development Engages in the 2025 Inter-American Development Bank and IDB Invest Annual Meetings to Advance Sustainable Development in Latin America and the Caribbean
31st of March 2025Santiago, ChileThe Qatar Fund for Development (QFFD) has actively participated in the 65th Annual Meeting of the Board of Governors of the Inter-American Development Bank (IDB) and the 39th Annual Meeting of the Board of Governors of IDB Invest, held in Santiago, Chile. The event brought together leading economic and financial experts […]

Qatar Fund for Development Signs Grant Agreement with the Olena Zelenska Foundation to Completely Rebuild the Medical Complex in Ukraine
March 2025Doha, QatarQatar Fund for Development (QFFD) has signed a grant agreement with the Olena Zelenska Foundation (OZF) to support the complete reconstruction of a medical complex in Ukraine. The agreement will fund the construction of new hospital buildings and the rehabilitation of war-damaged infrastructure, expanding the hospital’s capacity to more than 200 beds and […]

READ NEWS

Qatar Fund for Development Signs Grant Agreement with the Olena Zelenska Foundation to Completely Rebuild the Medical Complex in Ukraine
March 2025Doha, QatarQatar Fund for Development (QFFD) has signed a grant agreement with the Olena Zelenska Foundation (OZF) to support the complete reconstruction of a medical complex in Ukraine. The agreement will fund the construction of new hospital buildings and the rehabilitation of war-damaged infrastructure, expanding the hospital’s capacity to more than 200 beds and […]

QFFD Signs $11.9 Million Grant Agreement with Qatar Charity to Support Flood-Affected Communities in Pakistan
24th of March 2025Doha, QatarQatar Fund for Development (QFFD) signed a grant agreement with Qatar Charity (QC) to provide $11.9 million for the construction of houses and villages for flood-affected families in the sisterly Islamic Republic of Pakistan. The initiative, which will span 18 months, aims to provide safe and durable housing for the affected […]

HH The Father Amir Sheikh Hamad bin Khalifa Al Thani Hospital for Rehabilitation and Prosthetics in Gaza, funded by Qatar Fund for Development, resumes services
HH The Father Amir Sheikh Hamad bin Khalifa Al Thani Hospital for Rehabilitation and Prosthetics in Gaza, funded by Qatar Fund for Development, resumes the provision of its services for patients and the wounded, overcoming the destruction of its infrastructure, equipment, and departments due to the Israeli aggression on Gaza.Mr. Fahad Al-Sulaiti, Director General of […]

READ NEWS

HH The Father Amir Sheikh Hamad bin Khalifa Al Thani Hospital for Rehabilitation and Prosthetics in Gaza, funded by Qatar Fund for Development, resumes services
HH The Father Amir Sheikh Hamad bin Khalifa Al Thani Hospital for Rehabilitation and Prosthetics in Gaza, funded by Qatar Fund for Development, resumes the provision of its services for patients and the wounded, overcoming the destruction of its infrastructure, equipment, and departments due to the Israeli aggression on Gaza.Mr. United Nations High Commissioner for Refugees (UNHCR)
The Office of the United Nations High Commissioner for Refugees (UNHCR) is a United Nations agency mandated to aid and protect refugees, forcibly displaced communities, and stateless people, and to assist in their voluntary repatriation, local integration, or resettlement to a third country. United Nations Relief and Works Agency for Palestine Refugees
The United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) is a UN agency that supports the relief and human development of Palestinian refugees 









United Nations Volunteers
The United Nations Volunteers (UNV) programme contributes to peace and development through volunteerism worldwide. United Nations Entity for Gender Equality and the Empowerment of Women
The United Nations Entity for Gender Equality and the Empowerment of Women, also known as UN Women, is a United Nations entity working for the empowerment of women. United Nations Economic and Social Commission for Western Asia
United Nations Economic and Social Commission for Western Asia (UN ESCWA) was established in 1973 to stimulate economic activity in member countries, strengthen cooperation between them, and promote development. United Nations Office for the Coordination of Humanitarian Affairs
United Nations Office for the Contributions of Humanitarian Aid contributes to principled and effective humanitarian response through coordination, advocacy, policy, information management and humanitarian financing tools and services. United Nations Office on Drugs and Crime
The United Nations Office on Drugs and Crime is a United Nations office that focuss on the trafficking in and abuse of illicit drugs, crime prevention and criminal justice, international terrorism, and political corruption. United Nations Institute for Training and Research
The United Nations Institute for Training and Research is a dedicated training arm of the United Nations system. United Nations International Children’s Emergency Fund
United Nations International Children’s Emergency Fund (UNICEF) is a United Nations agency responsible for providing humanitarian and developmental aid to children worldwide. United Nations Human Settlement Programme
The United Nations Human Settlements Programme is the United Nations programme for human settlements and sustainable urban development. United Nations Framework Convention on Climate Change
The United Nations Framework Convention on Climate Change (UNFCCC) is an international environmental treaty addressing climate change, negotiated and signed by 154 states at the United Nations Conference on Environment and Development, informally known as the Earth Summit, held in Rio de Janeiro from 3 to 14 June 1992. The United Nations Educational, Scientific and Cultural Organization
The United Nations Educational, Scientific and Cultural Organization (UNESCO) is a specialised agency of the United Nations aimed at promoting world peace and security through international cooperation in education, the sciences, and culture. For over 50 years, UNEP has worked with governments, civil society, the private sector and UN entities to address humanity’s most pressing environmental challenges – from restoring the ozone layer to protecting the world’s seas and promoting a green, inclusive economy.UNEP is driving transformational change by drilling down on the root causes of the triple planetary crisis… 









United Nations Development Programme
The United Nations Development Programme(UNDP) is the global development network of the United Nations. United Nations Conference on Trade and Development
The United Nations Conference on Trade and Development was established in 1964 as a permanent intergovernmental body. United Nations Central Emergency Response Fund
UN OCHA (CERF )UNITED NATIONS OFFICE Central Emergency Response Fund aims to ensure that urgently needed humanitarian assistance reaches people caught up in crises. United Nations Capital Development Fund
Assist developing countries in the development of their economies by supplementing existing sources of capital assistance by means of grants and loans. agency, since 1919 the ILO brings together governments, employers and workers of 187 member States, to set labor standards, develop policies and devise programmes promoting decent work for all women and men 









International Fund for Agricultural Development
International Fund for Agricultural Development (IFAD) is the only specialized global development organization exclusively focused on and dedicated to transforming agriculture, rural economies and food systems. Food and Agriculture Organization for United Nations
Food and Agriculture Organization of the United Nations (FAO) aims to achieve food security for all and make sure that people have regular access to enough high-quality food to lead active, healthy lives. By engaging with… 









United States Agency for International Development
USAID is the world’s premier international development agency and a catalytic actor driving development results. The Global Fund
The Global Fund aims to accelerate the ends of AIDS by raising money and co-ordinating with local experts to support programs in more than 100 countries 









The Carter Center
The Carter Center aims to provide human rights and the alleviation of human suffering by preventing and resolving conflicts, enhance freedome and democracy and improve health 









Spark
Spark works to provide access to higher education and entrepreneurship opportunities  to empower young, ambitious people to lead their fragile and conflict affected societies into prosperity. It works with bilateral and multilateral donors, civil society organizations, the private sector, foundations, and global and local health partners, and UN agencies to unlock financing, innovation, and policies that improve access to quality health services, strengthen primary care systems and bridge equity gaps – bringing countries closer to achieving Universal Health Coverage and the Sustainable… 









Global Community Engagement and Resilience Fund
The Global Community Engagement and Resilience Fund prevents Violent extremism by connecting and guiding communities to global resources that would be out of reach and help them thrive. IsDB The Islamic Development Bank is a multilateral development bank (MDB), working to improve the lives of member countries by promoting social and economic development in these countries and Muslim communities worldwide, delivering impact at scale. Islamic Development Bank
IsDB The Islamic Development Bank is a multilateral development bank (MDB), working to improve the lives of member countries by promoting social and economic development in these countries and Muslim communities worldwide, delivering impact at scale. Lives and Livelihoods Fund
On September 29th 2016, the Islamic Development Bank (IsDB) along with the Abu Dhabi Fund for Development (ADFD), the Bill and Melinda Gates Foundation (BMGF), the Islamic Solidarity Fund for Development (ISFD), the King Salman Humanitarian Aid and Relief Centre (KSRelief), and the Qatar Fund for Development (QFFD) launched a US$2.5bn Lives and Livelihoods Fund (LLF) with a joint vision to raise the poorest out of poverty in IsDB member countries. Global Green Growth Institute
Global Green Growth Institute aims to support developing countries and emerging economies to achieve sustainable inclusive economic growth

NationalPartners




United NationsPartners




InternationalPartners




MultilateralPartners




Climate ChangePartners













MOFA
The Ministry of Foreign Affairs has been the forefront governing body responsible for managing Qatar’s foreign relations and diplomatic affairs since 1971. United Nations High Commissioner for Refugees (UNHCR)
The Office of the United Nations High Commissioner for Refugees (UNHCR) is a United Nations agency mandated to aid and protect refugees, forcibly displaced communities, and stateless people, and to assist in their voluntary repatriation, local integration, or resettlement to a third country. United Nations Relief and Works Agency for Palestine Refugees
The United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) is a UN agency that supports the relief and human development of Palestinian refugees 









United Nations Volunteers
The United Nations Volunteers (UNV) programme contributes to peace and development through volunteerism worldwide. United Nations Entity for Gender Equality and the Empowerment of Women
The United Nations Entity for Gender Equality and the Empowerment of Women, also known as UN Women, is a United Nations entity working for the empowerment of women. United Nations Economic and Social Commission for Western Asia
United Nations Economic and Social Commission for Western Asia (UN ESCWA) was established in 1973 to stimulate economic activity in member countries, strengthen cooperation between them, and promote development. United Nations Office for the Coordination of Humanitarian Affairs
United Nations Office for the Contributions of Humanitarian Aid contributes to principled and effective humanitarian response through coordination, advocacy, policy, information management and humanitarian financing tools and services. United Nations Office on Drugs and Crime
The United Nations Office on Drugs and Crime is a United Nations office that focuss on the trafficking in and abuse of illicit drugs, crime prevention and criminal justice, international terrorism, and political corruption. United Nations Institute for Training and Research
The United Nations Institute for Training and Research is a dedicated training arm of the United Nations system. United Nations International Children’s Emergency Fund
United Nations International Children’s Emergency Fund (UNICEF) is a United Nations agency responsible for providing humanitarian and developmental aid to children worldwide. United Nations Human Settlement Programme
The United Nations Human Settlements Programme is the United Nations programme for human settlements and sustainable urban development. United Nations Framework Convention on Climate Change
The United Nations Framework Convention on Climate Change (UNFCCC) is an international environmental treaty addressing climate change, negotiated and signed by 154 states at the United Nations Conference on Environment and Development, informally known as the Earth Summit, held in Rio de Janeiro from 3 to 14 June 1992. The United Nations Educational, Scientific and Cultural Organization
The United Nations Educational, Scientific and Cultural Organization (UNESCO) is a specialised agency of the United Nations aimed at promoting world peace and security through international cooperation in education, the sciences, and culture. For over 50 years, UNEP has worked with governments, civil society, the private sector and UN entities to address humanity’s most pressing environmental challenges – from restoring the ozone layer to protecting the world’s seas and promoting a green, inclusive economy.UNEP is driving transformational change by drilling down on the root causes of the triple planetary crisis… 









United Nations Development Programme
The United Nations Development Programme(UNDP) is the global development network of the United Nations. United Nations Conference on Trade and Development
The United Nations Conference on Trade and Development was established in 1964 as a permanent intergovernmental body. United Nations Central Emergency Response Fund
UN OCHA (CERF )UNITED NATIONS OFFICE Central Emergency Response Fund aims to ensure that urgently needed humanitarian assistance reaches people caught up in crises. United Nations Capital Development Fund
Assist developing countries in the development of their economies by supplementing existing sources of capital assistance by means of grants and loans. agency, since 1919 the ILO brings together governments, employers and workers of 187 member States, to set labor standards, develop policies and devise programmes promoting decent work for all women and men 









International Fund for Agricultural Development
International Fund for Agricultural Development (IFAD) is the only specialized global development organization exclusively focused on and dedicated to transforming agriculture, rural economies and food systems. Food and Agriculture Organization for United Nations
Food and Agriculture Organization of the United Nations (FAO) aims to achieve food security for all and make sure that people have regular access to enough high-quality food to lead active, healthy lives. By engaging with… 









United States Agency for International Development
USAID is the world’s premier international development agency and a catalytic actor driving development results. The Global Fund
The Global Fund aims to accelerate the ends of AIDS by raising money and co-ordinating with local experts to support programs in more than 100 countries 









The Carter Center
The Carter Center aims to provide human rights and the alleviation of human suffering by preventing and resolving conflicts, enhance freedome and democracy and improve health 









Spark
Spark works to provide access to higher education and entrepreneurship opportunities  to empower young, ambitious people to lead their fragile and conflict affected societies into prosperity. It works with bilateral and multilateral donors, civil society organizations, the private sector, foundations, and global and local health partners, and UN agencies to unlock financing, innovation, and policies that improve access to quality health services, strengthen primary care systems and bridge equity gaps – bringing countries closer to achieving Universal Health Coverage and the Sustainable… 









Global Community Engagement and Resilience Fund
The Global Community Engagement and Resilience Fund prevents Violent extremism by connecting and guiding communities to global resources that would be out of reach and help them thrive. IsDB The Islamic Development Bank is a multilateral development bank (MDB), working to improve the lives of member countries by promoting social and economic development in these countries and Muslim communities worldwide, delivering impact at scale. Islamic Development Bank
IsDB The Islamic Development Bank is a multilateral development bank (MDB), working to improve the lives of member countries by promoting social and economic development in these countries and Muslim communities worldwide, delivering impact at scale. Lives and Livelihoods Fund
On September 29th 2016, the Islamic Development Bank (IsDB) along with the Abu Dhabi Fund for Development (ADFD), the Bill and Melinda Gates Foundation (BMGF), the Islamic Solidarity Fund for Development (ISFD), the King Salman Humanitarian Aid and Relief Centre (KSRelief), and the Qatar Fund for Development (QFFD) launched a US$2.5bn Lives and Livelihoods Fund (LLF) with a joint vision to raise the poorest out of poverty in IsDB member countries. Global Green Growth Institute
Global Green Growth Institute aims to support developing countries and emerging economies to achieve sustainable inclusive economic growth

NationalPartners




United NationsPartners




InternationalPartners




MultilateralPartners




Climate ChangePartners













MOFA
The Ministry of Foreign Affairs has been the forefront governing body responsible for managing Qatar’s foreign relations and diplomatic affairs since 1971. United Nations High Commissioner for Refugees (UNHCR)
The Office of the United Nations High Commissioner for Refugees (UNHCR) is a United Nations agency mandated to aid and protect refugees, forcibly displaced communities, and stateless people, and to assist in their voluntary repatriation, local integration, or resettlement to a third country. United Nations Relief and Works Agency for Palestine Refugees
The United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) is a UN agency that supports the relief and human development of Palestinian refugees 









United Nations Volunteers
The United Nations Volunteers (UNV) programme contributes to peace and development through volunteerism worldwide. United Nations Entity for Gender Equality and the Empowerment of Women
The United Nations Entity for Gender Equality and the Empowerment of Women, also known as UN Women, is a United Nations entity working for the empowerment of women. United Nations Economic and Social Commission for Western Asia
United Nations Economic and Social Commission for Western Asia (UN ESCWA) was established in 1973 to stimulate economic activity in member countries, strengthen cooperation between them, and promote development. United Nations Office for the Coordination of Humanitarian Affairs
United Nations Office for the Contributions of Humanitarian Aid contributes to principled and effective humanitarian response through coordination, advocacy, policy, information management and humanitarian financing tools and services. United Nations Office on Drugs and Crime
The United Nations Office on Drugs and Crime is a United Nations office that focuss on the trafficking in and abuse of illicit drugs, crime prevention and criminal justice, international terrorism, and political corruption. United Nations Institute for Training and Research
The United Nations Institute for Training and Research is a dedicated training arm of the United Nations system. United Nations International Children’s Emergency Fund
United Nations International Children’s Emergency Fund (UNICEF) is a United Nations agency responsible for providing humanitarian and developmental aid to children worldwide. United Nations Human Settlement Programme
The United Nations Human Settlements Programme is the United Nations programme for human settlements and sustainable urban development. United Nations Framework Convention on Climate Change
The United Nations Framework Convention on Climate Change (UNFCCC) is an international environmental treaty addressing climate change, negotiated and signed by 154 states at the United Nations Conference on Environment and Development, informally known as the Earth Summit, held in Rio de Janeiro from 3 to 14 June 1992. The United Nations Educational, Scientific and Cultural Organization
The United Nations Educational, Scientific and Cultural Organization (UNESCO) is a specialised agency of the United Nations aimed at promoting world peace and security through international cooperation in education, the sciences, and culture. For over 50 years, UNEP has worked with governments, civil society, the private sector and UN entities to address humanity’s most pressing environmental challenges – from restoring the ozone layer to protecting the world’s seas and promoting a green, inclusive economy.UNEP is driving transformational change by drilling down on the root causes of the triple planetary crisis… 









United Nations Development Programme
The United Nations Development Programme(UNDP) is the global development network of the United Nations. United Nations Conference on Trade and Development
The United Nations Conference on Trade and Development was established in 1964 as a permanent intergovernmental body. United Nations Central Emergency Response Fund
UN OCHA (CERF )UNITED NATIONS OFFICE Central Emergency Response Fund aims to ensure that urgently needed humanitarian assistance reaches people caught up in crises. United Nations Capital Development Fund
Assist developing countries in the development of their economies by supplementing existing sources of capital assistance by means of grants and loans. agency, since 1919 the ILO brings together governments, employers and workers of 187 member States, to set labor standards, develop policies and devise programmes promoting decent work for all women and men 









International Fund for Agricultural Development
International Fund for Agricultural Development (IFAD) is the only specialized global development organization exclusively focused on and dedicated to transforming agriculture, rural economies and food systems. Food and Agriculture Organization for United Nations
